sale_id,sale_date,payment_method,order_status,customer_id,store_id,employee_id
191,2026-04-23,"Credit Card",Returned,8,2,10
192,2026-02-09,"Mobile Wallet",Pending,229,2,14
193,2026-04-19,"Debit Card",Completed,230,2,12
194,2026-05-03,Installment,Completed,244,2,12
195,2026-04-26,"Debit Card",Completed,196,2,12
196,2026-06-16,"Debit Card",Completed,85,2,13
197,2026-05-11,"Debit Card",Completed,14,1,7
198,2026-04-21,"Credit Card",Cancelled,62,3,16
199,2026-01-22,"Credit Card",Returned,73,2,12
200,2026-02-10,"Credit Card",Completed,316,1,6
201,2026-03-30,"Debit Card",Pending,11,3,15
202,2026-01-21,"Credit Card",Completed,94,3,15
203,2026-03-19,"Debit Card",Completed,11,3,17
204,2026-06-25,"Credit Card",Pending,161,2,10
205,2026-05-11,"Mobile Wallet",Completed,322,1,4
206,2026-03-26,"Debit Card",Completed,329,2,13
207,2026-05-02,Installment,Completed,257,1,1
208,2026-03-29,"Mobile Wallet",Completed,54,2,12
209,2026-02-15,"Credit Card",Returned,203,3,18
210,2026-03-24,"Mobile Wallet",Completed,316,2,12
211,2026-06-13,cash,Completed,256,3,17
212,2026-02-01,Cash,Completed,43,1,6
213,2026-06-14,"Debit Card",Completed,85,3,17
214,2026-04-28,"Credit Card",Pending,216,2,11
215,2026-01-07,"Debit Card",Completed,272,1,5
216,2026-05-07,"Mobile Wallet",Cancelled,188,1,1
217,2026-04-07,Installment,Completed,32,1,6
218,2026-01-01,Installment,Pending,109,2,10
219,2026-03-20,"Debit Card",Completed,317,3,18
220,2026-02-25,"Debit Card",Completed,302,2,10
221,2026-03-24,"Debit Card",Completed,102,2,12
222,2026-05-02,Cash,Completed,310,2,14
223,2026-05-11,"Mobile Wallet",Returned,158,2,13
224,2026-06-11,"Mobile Wallet",Cancelled,64,2,12
225,2026-02-01,Installment,Pending,54,1,7
226,2026-04-16,"Mobile Wallet",Returned,78,1,2
227,2026-03-06,Installment,Returned,116,3,16
228,2026-03-04,"Debit Card",Completed,5,3,16
229,2026-02-27,Installment,Returned,163,2,10
230,2026-02-20,"Mobile Wallet",Completed,77,1,8
231,2026-04-26,"Debit Card",Returned,12,1,5
232,2026-03-03,"Mobile Wallet",Completed,171,1,6
233,2026-01-13,"Debit Card",Completed,3,3,15
234,2026-06-28,"Mobile Wallet",Completed,299,1,8
235,2026-06-06,"Mobile Wallet",Completed,316,3,17
236,2026-01-12,"Credit Card",Completed,240,2,12
237,2026-03-11,Cash,Pending,99,1,2
238,2026-02-02,installment," Completed",207,1,7
239,2026-05-01,"Mobile Wallet",Cancelled,224,2,13
240,2026-02-14,Installment,Completed,135,2,13
241,2026-02-28,Cash,Completed,59,1,7
242,2026-04-26,"Credit Card",Completed,310,2,11
243,2026-01-30,"Mobile Wallet",Cancelled,98,2,10
244,2026-05-31,"Debit Card","   ",128,3,18
245,2026-01-26,Installment,Completed,326,1,5
246,2026-06-24,"   ","   ",72,1,7
247,2026-03-12,"Debit Card",Returned,189,2,13
248,2026-05-02,"Debit Card",Cancelled,276,1,7
249,2026-01-20,Installment,Pending,130,2,13
250,2026-04-02,"Credit Card",Pending,54,2,12
251,2026-06-26,"Mobile Wallet",Completed,274,1,3
252,2026-04-23,"Credit Card",Completed,59,3,18
253,2026-01-08,Installment,Pending,291,3,16
254,2026-02-09,Installment,Cancelled,331,3,17
255,2026-04-21,Cash,Completed,263,3,17
256,2026-02-17,"Credit Card",Completed,29,2,12
257,2026-06-30,"Debit Card",Completed,110,1,5
258,2026-05-05,Installment,Pending,313,3,17
259,2026-03-01,"Debit Card",completed,118,3,17
260,2026-05-11,"Credit Card",Returned,43,1,7
261,2026-06-27,"Debit Card","Completed ",244,1,6
262,2026-06-27,"Mobile Wallet",Cancelled,348,1,3
263,2026-01-23,Cash,Returned,43,2,13
264,2026-04-23,"Credit Card",Completed,150,2,12
265,2026-04-28,Installment,Completed,234,2,9
266,2026-06-07,Cash,Completed,322,3,16
267,2026-06-09,Cash,Returned,5,3,16
268,2026-01-12,Installment,Completed,216,2,10
269,2026-02-03,Cash,Completed,119,2,10
270,2026-06-01,Installment,Completed,329,2,13
271,2026-06-27,installment,Completed,309,1,4
272,2026-05-11,Installment,Returned,26,2,12
273,2026-03-18,"Credit Card",Completed,83,2,9
274,2026-02-14,Cash,Cancelled,264,2,10
275,2026-04-11,Installment,Returned,81,3,15
276,2026-02-19,Installment,Completed,130,1,6
277,2026-04-11,"Credit Card",Returned,334,3,16
278,2026-01-05,"Credit Card",Pending,138,1,4
279,2026-03-08,"Debit Card",Completed,42,2,11
280,2026-01-20,"Mobile Wallet",Returned,182,2,12
281,2026-04-19,Cash,Completed,102,1,4
282,2026-03-08,"Debit Card",Completed,43,1,4
283,2026-06-07,"Mobile Wallet",Completed,110,3,17
284,2026-01-31,"Mobile Wallet",Completed,103,3,17
285,2026-03-27,"Mobile Wallet",Cancelled,314,2,13
286,2026-05-25,"Mobile Wallet",Cancelled,6,1,4
287,2026-06-16,Cash,Completed,158,2,9
288,2026-04-06," Installment",Completed,144,3,15
289,2026-06-27,"Credit Card",Completed,317,2,13
290,2026-03-23,"Credit Card",Pending,77,2,12
291,2026-05-23,"Credit Card",Returned,146,2,13
292,2026-03-26,Installment,Pending,175,1,5
293,2026-01-05,"Mobile Wallet",Completed,274,3,16
294,2026-04-23,"Mobile Wallet",Completed,215,1,5
295,2026-03-29,"Mobile Wallet",Completed,54,2,12
296,2026-03-06," Credit Card",Cancelled,171,3,15
297,2026-05-01,Cash,Returned,9,2,14
298,2026-01-07,"Credit Card",Completed,236,1,2
299,2026-06-27,"Debit Card",Pending,115,1,6
300,2026-05-15,Installment,Returned,265,1,6
301,2026-04-28,"DEBIT CARD",Cancelled,163,1,5
302,2026-03-16,Installment,Completed,176,2,12
303,2026-04-26,Cash,Returned,187,2,13
304,2026-02-21,Cash,Completed,154,3,15
305,2026-02-23,"Mobile Wallet",Completed,302,1,5
306,2026-03-18,"Debit Card",Cancelled,67,1,1
307,2026-03-10,"Mobile Wallet",Completed,129,1,3
308,2026-01-14,Installment,Cancelled,265,1,5
309,2026-05-27,Installment,Pending,196,1,5
310,2026-06-26,"Credit Card",Pending,203,2,12
311,2026-05-11,Installment,Completed,94,2,9
312,2026-06-10,NULL,,126,1,6
313,2026-06-30,"Credit Card",Returned,214,1,2
314,2026-01-31,Installment,Completed,283,1,4
315,2026-01-29,"Mobile Wallet",Completed,221,1,7
316,2026-02-27,Cash,Completed,29,1,3
317,2026-02-24,"Credit card ",CANCELLED,89,2,9
318,2026-05-10,Cash,Returned,32,3,16
319,2026-03-19,Cash,Pending,116,1,4
320,2026-05-17,"Mobile Wallet",Pending,163,3,16
321,2026-02-02,cash,Canceled,150,3,16
322,2026-01-05,"Debit Card",,8,3,16
323,2026-01-13,Cash,Returned,114,1,5
324,2026-05-06,"Credit Card",Completed,240,2,12
325,2026-03-14,"Debit Card",Completed,283,1,5
326,2026-05-15,"Mobile Wallet",Completed,133,2,13
327,2026-03-14,Cash,Returned,298,2,12
328,2026-02-25,"Debit Card","   ",81,1,7
329,2026-06-14,"Credit Card",Pending,208,1,4
330,2026-01-26,Installment,Completed,33,2,13
331,2026-04-01,Installment,Returned,98,3,17
332,2026-06-05,"Debit Card",Returned,151,1,5
333,2026-01-01,Installment,Returned,289,1,2
334,2026-05-01,"Debit Card",Completed,234,2,11
335,2026-06-10,Installment,COMPLETE,93,1,5
336,2026-06-09,Cash,Cancelled,193,3,17
337,2026-05-11,Installment,Completed,305,3,17
338,2026-06-24,"Mobile Wallet",Completed,342,1,3
339,2026-04-28,Installment,Returned,185,1,8
340,2026-02-14,Installment,Cancelled,155,2,13
341,2026-06-19,Cash123,Completed,185,2,13
342,2026-02-24,"Debit Card",Returned,54,3,15
343,2026-01-21,Cash,Cancelled,111,3,16
344,2026-04-20,"Debit Card",Cancelled,146,1,3
345,2026-04-26,"Credit card "," Completed",239,3,15
346,2026-06-03,Cash,"   ",58,2,11
347,2026-01-01,"Mobile Wallet",Pending,108,1,7
348,2026-02-20,Cash,Completed,150,1,8
349,2026-05-07,"Debit Card",Returned,53,2,10
350,2026-02-25,"Mobile Wallet",Cancelled,139,2,9
351,2026-03-20,"Mobile Wallet",Returned,334,2,13
352,2026-05-10,Cash,Completed,304,2,9
353,2026-03-05,Cash,Completed,78,1,4
354,2026-06-29,"Mobile Wallet",Returned,316,1,6
355,2026-01-01,Cash,Pending,54,1,7
356,2026-04-26,Installment,Cancelled,324,2,13
357,2026-01-12,Installment,Completed,329,2,13
358,2026-01-10,Installment,Completed,32,1,5
359,2026-06-04,Installment,Cancelled,110,3,17
360,2026-02-25,"Credit Card",Completed,263,1,5
361,2026-01-27,"Credit Card",Completed,41,1,3
362,2026-02-11,Installment,"Completed ",90,3,16
363,2026-05-07,Cash,Completed,135,2,12
364,2026-06-04,"Credit Card",Completed,167,1,5
365,2026-05-16,NULL,"   ",328,1,7
366,2026-03-31,Cash,Cancelled,286,2,13
367,2026-03-20,Cash,Cancelled,216,2,14
368,2026-05-27,"Debit Card",Pending,236,1,8
369,2026-01-13,"Debit Card",Returned,226,3,16
370,2026-03-12,"Credit Card",Returned,185,1,6
371,2026-01-13,"Mobile Wallet",Completed,5,1,5
372,2026-05-22,"Credit Card",Completed,327,1,4
373,2026-06-04,"Mobile Wallet",Cancelled,315,3,15
374,2026-02-01,"Mobile Wallet",Returned,283,1,4
375,2026-06-13,"Mobile Wallet",Completed,310,1,1
376,2026-04-12,"Debit Card",Cancelled,324,2,13
377,2026-05-26,Cash,Returned,324,2,12
378,2026-06-09,Cash,Completed,97,2,10
379,2026-02-05,Installment,Cancelled,251,1,5
380,2026-03-31,Cash,Cancelled,244,3,16
381,2026-03-12,"Credit Card",Completed,224,1,6
382,2026-04-19,"Debit Card",Pending,224,2,12
383,2026-06-30,Installment,Cancelled,60,3,15
384,2026-05-30,"Credit Card",Returned,292,1,8
385,2026-03-01,,Completed,147,2,12
386,2026-03-18,"Debit Card",,257,2,12
387,2026-06-10,"Debit Card",Completed,291,1,6
388,2026-02-03,"Mobile Wallet",Completed,130,3,15
389,2026-06-16,"Credit Card",Completed,313,3,18
390,2026-03-07,Installment,Cancelled,323,2,14
391,2026-03-01,"Mobile Wallet",Completed,33,3,15
392,2026-01-09,Cash,Completed,301,3,15
393,2026-03-17," Credit Card",completed,214,2,13
394,2026-04-06,Installment,Completed,64,3,18
395,2026-05-07,"Mobile Wallet",Returned,184,1,1
396,2026-03-31,"Credit Card",Completed,43,1,6
397,2026-01-14,"Debit Card",Completed,284,3,18
398,2026-03-07,"Mobile Wallet",Returned,139,1,7
399,2026-05-05,"Debit Card",Cancelled,81,2,10
400,2026-03-01,"Mobile Wallet",Returned,149,3,17
401,2026-05-15,"Debit Card",Completed,103,2,10
402,2026-01-24,"Debit Card",Pending,316,2,13
403,2026-03-12,Cash,Completed,163,1,6
404,2026-06-17,"Mobile Wallet",Cancelled,114,2,10
405,2026-03-28,"Mobile Wallet",Cancelled,140,1,3
406,2026-05-07,Installment,completed,28,3,17
407,2026-06-09,"Mobile Wallet",Completed,326,1,2
408,2026-04-12,Installment,Cancelled,326,1,8
409,2026-04-24,"Debit Card",Pending,14,2,13
410,2026-01-01,"Mobile Wallet",Cancelled,106,3,17
411,2026-06-18,Installment," Completed",340,1,4
412,2026-01-01,"Mobile Wallet",Pending,108,1,7
413,2026-03-25,"Credit Card",Completed,310,1,8
414,2026-04-16,NULL,,185,1,4
415,2026-06-09,"Credit Card",Completed,14,2,10
416,2026-06-26,"Debit Card",Completed,301,2,13
417,2026-04-24,Installment,Returned,310,1,3
418,2026-06-29,"Debit Card",Completed,98,3,17
419,2026-03-06,"Mobile Wallet",Returned,109,2,14
420,2026-04-29,"Mobile Wallet",Completed,192,1,8
421,2026-05-16,"   ",Completed,20,2,10
422,2026-06-24,"Mobile Wallet",Completed,64,2,12
423,2026-05-23,"Mobile Wallet",Completed,315,1,2
424,2026-01-07," Installment"," Completed",346,2,12
425,2026-03-17,"Credit Card",Completed,42,1,5
426,2026-06-04,"Debit Card",Completed,78,2,12
427,2026-03-10,"Debit Card",Pending,263,2,13
428,2026-06-09,Installment,Completed,210,3,18
429,2026-05-20,"Mobile Wallet",Completed,207,1,5
430,2026-04-12,Cash,Completed,174,3,15
431,2026-03-01,Cash,Completed,239,1,1
432,2026-01-05,"  cash",RETURNED,324,2,12
433,2026-03-19,"Mobile Wallet",Returned,8,3,16
434,2026-01-28,"Debit Card",Pending,167,3,17
435,2026-04-20,Cash,Cancelled,114,1,6
436,2026-01-15,Installment,Completed,163,1,6
437,2026-05-10,"Debit Card",Completed,15,3,15
438,2026-06-20,Installment,Pending,263,1,7
439,2026-06-27,"Credit Card",Completed,144,1,5
440,2026-04-14,Cash,Completed,308,2,14
441,2026-06-16,"Mobile Wallet",Completed,63,3,18
442,2026-04-30,"Credit Card",Completed,331,1,6
443,2026-02-11,"Debit Card",Cancelled,277,3,16
444,2026-04-02,Cash,Returned,128,1,6
445,2026-05-05,"Mobile Wallet",Completed,74,3,16
446,2026-06-30,"Mobile wallet ","Completed ",203,1,5
447,2026-05-10,Installment,Completed,283,3,17
448,2026-05-12,Cash,Pending,150,1,5
449,2026-05-02,"Credit Card",Cancelled,163,3,16
450,2026-02-05,"Mobile Wallet",Pending,56,1,6
451,2026-02-21,"Debit Card",Completed,184,2,13
452,2026-01-03,"Mobile Wallet",Completed,316,3,16
453,2026-03-20,"Debit Card",Returned,48,2,10
454,2026-04-26,Installment,Completed,150,3,15
455,2026-06-10,"   ",Completed,324,2,12
456,2026-02-18,"Mobile Wallet",Cancelled,148,3,16
457,2026-01-24,"Debit Card",Completed,283,2,13
458,2026-06-09,Cash,Completed,268,2,12
459,2026-06-15,NULL,NULL,165,3,17
460,2026-02-25,"Mobile Wallet",Completed,164,2,13
461,2026-04-13,"Mobile Wallet",Pending,161,1,6
462,2026-02-11,"Credit Card",Completed,117,2,13
463,2026-03-30,Installment,Completed,259,2,10
464,2026-04-21,Installment,Completed,39,3,18
465,2026-01-16,"Mobile Wallet",Completed,184,2,12
466,2026-04-16,,NULL,240,3,16
467,2026-04-05,Installment,Completed,220,3,16
468,2026-04-08,"Mobile Wallet",Returned,334,1,6
469,2026-03-14,Cash,Completed,46,3,16
470,2026-04-23,"Credit Card",Returned,7,1,2
471,2026-04-27,"Credit Card",Cancelled,166,3,15
472,2026-02-20,Installment,Completed,297,3,15
473,2026-02-24,"Credit Card",Completed,266,2,9
474,2026-02-23,"Credit Card",Cancelled,43,2,12
475,2026-03-24,"Mobile Wallet",Completed,334,2,13
476,2026-02-25,"Credit Card",Completed,209,3,18
477,2026-02-07,Cash,Completed,291,3,17
478,2026-04-08,"Mobile Wallet",Completed,224,3,15
479,2026-04-16,Installment,Cancelled,257,2,13
480,2026-06-15,"Mobile Wallet",Completed,105,1,5
481,2026-05-13,Installment,Cancelled,209,2,12
482,2026-03-03,"Credit Card",Cancelled,309,1,8
483,2026-05-20,Installment,Completed,7,3,15
484,2026-06-29,"Mobile Wallet",Completed,98,1,5
485,2026-04-16,"Debit Card",Completed,222,2,10
486,2026-04-19,"Debit Card",Cancelled,8,3,17
487,2026-02-09,"Credit Card",Pending,117,3,15
488,2026-01-24,"Debit Card",Pending,316,2,10
489,2026-03-15,"Mobile Wallet",Completed,251,1,7
490,2026-02-11,"Mobile Wallet",Completed,251,1,7
491,2026-03-21,"Debit Card",Returned,236,1,7
492,2026-01-30,"Credit Card",Pending,336,2,12
493,2026-04-23,Cash,Cancelled,240,3,15
494,2026-06-15,"Credit Card","   ",68,3,16
495,2026-06-12,"Mobile Wallet",Completed,277,3,16
496,2026-03-13,Cash,Completed,193,2,11
497,2026-02-11,"Credit Card",Completed,125,2,13
498,2026-03-30,Cash,Returned,314,1,7
499,2026-03-19,Installment,Completed,151,2,9
500,2026-06-09,"Debit Card",Completed,85,2,10
501,2026-05-04,Installment,Completed,265,1,7
502,2026-01-19,Installment,Pending,302,3,18
503,2026-03-05,"Mobile Wallet",Returned,246,2,13
504,2026-05-31,Cash,Completed,299,1,5
505,2026-02-28,Cash,Returned,219,1,7
506,2026-05-13,"Credit Card",Cancelled,177,2,12
507,2026-04-20,"Debit Card",Completed,78,2,10
508,2026-06-04,Installment,Completed,247,3,17
509,2026-03-20,"Debit Card",Completed,36,3,17
510,2026-06-26,"Credit Card",Completed,48,3,18
511,2026-06-28,"  cash",Completed,272,1,8
512,2026-01-02,"Debit Card",Pending,165,1,7
513,2026-03-09,"Mobile Wallet",Completed,96,2,10
514,2026-01-05,Installment,Completed,89,3,17
515,2026-06-15,"Mobile Wallet",Completed,54,2,13
516,2026-06-09,Installment,Returned,316,2,14
517,2026-01-31,"Mobile Wallet",Completed,326,3,17
518,2026-05-04,Installment,Completed,251,3,17
519,2026-03-20,"Credit Card",Completed,109,2,9
520,2026-05-26,"Credit Card",Pending,265,2,9
521,2026-04-06,Installment,Completed,224,2,9
522,2026-04-02,Installment,Returned,313,1,5
523,2026-04-22,NULL,NULL,257,1,4
524,2026-03-20,Installment,Completed,316,2,13
525,2026-05-01,"Credit Card",Pending,158,1,6
526,2026-01-26,"Mobile Wallet",Cancelled,220,3,17
527,2026-03-20,"Mobile Wallet",Returned,283,2,12
528,2026-05-26,Cash,Pending,108,1,3
529,2026-03-02,"Credit Card",NULL,253,2,12
530,2026-03-04,Cash,Returned,347,3,17
531,2026-06-29,"Credit Card",Completed,186,1,5
532,2026-06-11,"Mobile Wallet",Completed,150,2,11
533,2026-04-15,"Mobile Wallet",Pending,267,1,3
534,2026-02-20,"Debit Card",Pending!!,20,2,9
535,2026-01-05,Cash,,125,2,13
536,2026-06-06,"Debit Card",Pending,49,1,6
537,2026-06-15,"Credit Card",Returned,163,2,13
538,2026-05-31,Installment," Returned",209,1,7
539,2026-06-17,"Debit Card",Cancelled,126,1,6
540,2026-04-05,"Credit Card",Cancelled,248,1,7
541,2026-02-20,Cash,Completed,257,1,4
542,2026-05-20,"Debit Card",Completed,73,2,12
543,2026-02-25,"Mobile Wallet",Completed,249,3,15
