sale_id,product_id,quantity,unit_price,unit_cost,discount
114,11,1,36335.03,30722.55,0
114,57,-2,10806.92,8223.07,0.05
114,96,1,931.35,718.37,0
115,33,2,21097.02,17225.48,0.05
115,47,1,34941.76,28719.34,0.05
115,99,1,4699.53,4027.07,0
115,112,2,1042.08,782,0.25
116,17,1,6853.31,5438.56,0.1
116,75,1,3054.39,2333.25,0.05
116,107,1,1511.44,1293.87,0.1
117,30,1,206795.98,36873.82,0.15
118,64,1,8152.36,6140.11,0
118,99,2,4445.33,3771.68,0
119,34,1,27913.3,21671.09,0.15
119,57,1,10724.04,8504.61,0.1
120,1,37,8050.98,6407.89,0.15
120,7,1,42861.45,37629.68,0.05
120,39,1,40819.3,33875.12,0.15
120,57,1,10714.84,8577.86,0
121,15,1,8729,7430.22,0.15
121,32,2,30091.36,26272.82,0.05
121,43,2,10967.63,7471.87,0.05
121,101,4,1441.01,1165,0
122,45,2,12868.89,9463.02,0.15
122,57,1,10554.53,8396.7,0.1
122,73,3,2575.27,2.47,0.15
122,78,1,17817.93,15754.71,0
122,83,1,1379.54,1014.75,0
123,95,2,830.67,605.43,0
124,43,1,10347.42,7639.78,0
124,49,1,8780.36,7570.81,0.15
124,57,1,11379.76,8598.71,0.15
124,115,1,1112.51,927.14,0.05
125,26,1,54692.84,47611.77,0
125,54,1,18135.68,14644.64,0.05
125,75,1,3040.14,4048.55,0.1
125,102,1,753.16,623.01,0.1
125,106,2,247.75,201.16,0.05
126,84,1,4278.8,3188.23,1.5
127,34,1,28796.91,23601.7,0
128,17,1,6527.36,5466.29,0.05
128,32,56,31066.5,24858.86,0.05
128,58,1,4694.8,3415.52,0
128,101,2,1395.98,1190,0.05
129,4,1,18737.55,15569.35,0.15
129,60,1,15355.33,12473.5,0.25
129,69,1,1976.71,1496.02,0.1
130,17,1,7064.26,5330.08,0.15
130,58,2,4477.11,3612.82,0
130,92,1,1958.54,1415.18,0.15
130,119,1,1901.57,1611.01,0
131,58,1,4690.87,3723.77,0.05
132,1,2,7886.57,6254.9,0
132,35,2,40853.82,30464.07,0.15
132,74,2,20835.84,2330.31,0.05
132,119,1,1986.3,1523.32,0.05
133,10,1,27977.37,24937.46,0.05
133,29,1,31795.86,25306.85,NULL
134,10,2,27832.16,25098.89,0.2
135,95,4,817.57,618.62,0.1
136,11,1,37710.51,28675.53,0.1
136,43,1,10773.78,8087.86,0.1
136,116,1,2106.59,1688,0
137,18,1,26420.49,22265.76,0.05
137,99,2,4407.08,2.35,0
138,42,1,43627.05,31967.43,0.05
138,111,4,1285.08,941.84,0.15
139,10,1,28013.3,25288.36,0.1
139,19,1,14766.7,12909.22,0
140,30,1,42705.76,35914.81,0.05
140,60,1,15555.41,13087.88,0
140,116,2,2047.02,1645.23,0.1
141,49,-2,8653.18,7398.98,0
141,63,1,10987.22,8735.6,0
142,8,2,54277.36,45278.58,0
142,96,2,986.6,745.66,0.25
142,101,4,1462.36,1139.31,0
142,120,5,1932.97,1564.18,0.25
143,30,1,44934.19,36130.69,0.1
143,64,1,8563.16,6496.87,0.1
144,120,1,1859.78,1556.13,0.15
145,109,5,535.2,448.46,0.25
146,58,1,4515.72,3537.04,0
146,120,2,1773.25,1492.12,0.15
147,21,2,11242.54,7973.89,0
147,30,1,43309.76,36524.13,0.15
147,74,1,3051.37,2254.36,-0.1
147,76,1,3450.66,2907.55,0.05
148,28,1,23646.4,18472.73,0
148,73,1,2511.64,17.09,0.15
149,5,1,22597.43,17527.34,0
149,48,1,31533.2,22973.33,0.1
150,46,1,22447.08,18411.46,0.15
150,111,43,1299.82,986.79,0.05
150,120,3,1774.78,1478.39,0.2
151,65,1,9841.9,7047.59,0.1
151,114,1,3212.07,2637.15,0.15
152,30,1,45315.3,37699.19,0
152,43,1,6.12,8165.69,0.2
152,75,1,3234.01,2507.94,0.1
153,6,1,35050.86,28034.48,0.05
153,23,1,23387.04,20279.73,0.1
153,34,1,26875.44,21724.13,NULL
153,105,3,378.54,302.27,0
153,114,5,3345.83,2667.34,0.2
154,47,1,34508.12,29814.95,0
154,54,1,18368.85,13967.42,0.2
154,94,2,1259.62,1122.33,0
155,26,1,57506.24,45422.31,0
156,47,1,34096.19,37823.35,0.2
156,57,1,11446.84,8191.02,0.1
156,99,2,4712.11,6428.41,0
156,101,1,1432.37,1159.59,0
156,113,1,1506.72,1283.44,0.1
157,1,1,8165.04,6317.05,0.05
157,17,1,7049.25,5500.36,0.1
157,92,1,2051.98,1467.92,0.25
158,29,2,31096.77,26763.92,NULL
158,37,1,44167.75,34151.51,0.15
159,76,2,3430.67,2833.06,0.15
160,37,59,41765.8,32569.94,0.2
160,40,1,46172.58,35648.82,0.25
160,47,2,32309.34,28585.91,0
160,84,2,4201.16,3160.95,0.05
161,12,1,50502.08,38902,0.25
161,67,1,5667.09,4397.74,0.15
161,76,1,3378.93,2725.74,0.15
162,7,1,43927.77,36723.44,0.15
162,32,1,30126.51,24704.86,0
162,70,1,4077.6,3100.15,1.1
163,44,1,33858.94,28068.29,0.15
163,101,2,1417.93,1121.57,0.15
163,112,2,1114.99,832.1,0.2
164,33,1,20273.16,18109.97,0.25
164,99,3,4623.24,3998.5,0.15
164,103,1,615.24,528.88,0.05
165,88,2,8267.05,7348,0.2
166,45,1,12542,9600.85,0.05
166,57,1,10517.99,8072.01,0.15
167,5,1,22205.93,17931.87,0.15
167,101,4,1419.16,1100.41,0.05
168,29,1,33758.18,25084.38,0.25
168,83,1,1311.49,1036.12,0.1
168,100,2,3203.45,2731.94,0.2
169,24,1,23314.94,16917.57,0.1
170,17,33,6863.16,5633.89,0.2
170,46,1,23067.94,18781.27,0.05
170,105,2,352.18,303.07,0.15
171,30,2,42960.38,36049.75,0
171,64,1,8159.86,6560.21,0
171,73,2,2519.86,1996.24,0
171,101,1,1502.38,1102.59,0.05
172,40,1,47669.57,37938.66,0.05
172,47,1,32896.75,28655.74,0.05
172,73,1,2646.75,1957.42,0.15
172,88,2,8181.46,7360.59,NULL
173,113,2,1496.35,1228.65,0.1
174,24,1,22299.68,17326.32,0.05
174,47,2,33281.3,28397.64,0
174,73,1,2636.03,1895.32,NULL
174,88,1,8605.97,6830.72,0
175,119,1,1994.49,1611.11,0.05
176,42,0,43311.2,32683.81,0.25
176,47,1,34210.4,27599.28,-0.1
176,83,1,1328.43,999.26,0.05
176,88,1,8845.63,6812.12,0
177,70,1,3972.88,3100.31,0
178,114,1,3064.98,2848.61,0
179,32,1,30931.51,25341.93,0
179,70,1,3968.74,3225.07,0.25
179,73,1,2578.06,1936.98,0.1
179,75,2,3237.38,2360.17,0.1
180,70,3,4057.27,3136.8,0.2
181,16,2,10878.91,8538.32,0.15
181,19,2,15427.87,12915.32,0
182,67,1,5967.48,4463.99,0
182,78,1,18258.04,14648.47,0.25
182,82,2,6778.08,5435.73,0
183,46,1,22773.11,19673.52,-0.05
183,101,4,1515.56,1188.66,0
184,4,1,19903.64,15793.01,0.2
184,14,1,78758.83,66557.87,0.15
184,49,74,9174.55,7673.16,0
185,4,1,19936.17,17049.92,0
185,67,1,5849.59,4619.15,0
185,72,1,2083.15,1684.1,0.2
186,4,1,18387.72,16.93,0
186,88,1,8245.09,6807.07,0
187,10,1,28408.84,23352.39,0.15
188,70,2,3880.94,3105.8,0
189,114,4,3087,2692.64,0.15
190,24,1,23564.98,17518.64,0.1
190,62,1,6773.29,5579.34,0.2
190,72,1,2105.66,1719.56,0.05
190,101,3,1486.1,1175.08,0.15
190,112,2,1072.36,806.92,0
191,76,1,3520.38,2657.71,0.15
191,95,1,780.38,618.44,0.05
191,108,2,1870.56,1471.31,0.1
192,75,1,3017.91,2486.18,0.15
192,113,1,1632.4,1318.67,0.05
193,5,1,23564.82,18131.1,0
193,36,1,45922.38,37881.35,0.2
194,16,1,10377.64,8425.6,0
194,31,1,36709.91,30395.23,0
194,47,1,34077.71,29518.64,0.2
194,75,2,3091.72,2381.29,0.1
194,92,-3,1981.67,1424.74,0
195,38,1,24855.96,19235.17,0.1
196,42,2,41324.11,32794.83,0.05
196,43,1,10126.42,7573.09,0.2
196,60,2,15877.63,12409.64,0.15
197,42,2,42233.52,33081.88,0
197,57,1,10684.21,8353.79,0.1
197,113,2,1620.35,1218.37,0
198,77,1,3738.82,3107.11,0.1
198,101,1,1507.92,1131.84,0.1
198,103,3,671.57,513.23,0.15
199,24,1,22167.42,17496.8,0
200,2,1,10223.19,8992.88,0
200,17,1,6504.38,5650.65,0.1
200,21,1,11096.23,7675.16,0
200,84,3,4052.4,3043.79,0
201,16,1,10287.66,8451.05,0
201,28,1,24373.11,18131.91,0.25
201,42,1,41535.15,34862.37,0
201,58,1,4606.04,3628.79,0.1
201,70,1,4106.65,3184.84,0.05
202,61,1,6044.82,4917.89,0.1
202,81,1,5082.59,3962.49,0.2
202,82,2,6508.12,5348.12,0.1
203,17,1,7100.07,5470.29,0.1
203,42,2,40138.66,32786.6,0
203,70,1,3939.65,3256.68,0.05
204,5,1,23558.5,18186.63,NULL
204,11,2,35951.99,29298.43,0.15
204,47,1,32692.46,29647.99,0.1
204,57,1,11393.09,8525.59,0.1
204,96,3,901.03,698.28,0.1
205,55,1,6958.55,5317.36,0
205,101,1,1439.76,1766.9,0.15
206,103,4,631.69,506.73,0.05
207,11,26,38558.72,29454.25,0
207,45,1,11894.14,9778.31,0.2
207,99,1,4338.44,3776.75,0.1
208,11,2,36832.69,27969.81,0.05
208,75,3,3207.49,2359.22,0.1
208,118,1,1215.04,17.97,0.05
209,28,1,25426.88,18827.32,0.05
209,39,1,38390.46,31693.43,0.05
210,52,1,8579.71,6638.55,0
210,75,1,3052.55,2498.84,0
210,85,1,12330.87,8990.37,0.1
211,11,1,36046.15,30727.4,0.15
211,63,1,10940.66,8572.91,0.1
211,65,1,9786.21,7502.11,NULL
211,92,3,1969.32,12.31,0.1
211,99,3,4711.04,3933.61,0.15
212,70,1,3889.18,3249.7,0.05
212,88,2,8171.23,7470.95,0.1
212,89,2,5241.65,4648.47,0
212,107,47,1461.01,1347.03,0.2
212,109,1,538.56,442.43,0.05
213,30,1,45121.27,37123.22,0.05
214,109,2,521.96,428.78,0
215,12,1,48613.4,37241.13,NULL
215,45,1,12724.28,9666.08,0.2
215,81,1,5066.13,3954.2,0.1
215,100,2,3378.78,2700.32,0.05
216,24,1,22987.03,17601.24,0.15
216,27,1,35323.37,30384.4,0
216,32,1,31243.88,26431.15,0
216,81,2,5311.66,3860.55,0.15
217,81,1,5379.58,4019.03,0.05
218,6,1,33807.02,27801.24,0.05
218,7,2,42845.4,35832.6,0
218,30,2,41365.67,35605.77,0.2
218,64,2,8368.81,6665.19,0.15
218,106,1,244.66,197.21,0.2
219,11,2,35735.91,45206.89,0.2
219,15,2,8901.24,7407.5,0
219,65,1,9187.97,7099.31,0.15
219,120,1,1877.99,1532.81,0.05
220,5,1,24024.36,17378.38,0.1
220,17,2,6658.39,5392.49,NULL
220,43,1,10285.95,7678.47,0
221,73,2,2657.89,1900.06,0.1
221,90,2,5763.08,4648.01,0.2
221,92,1,1953.76,1459.95,0.15
222,66,1,16004.74,12567.34,0.15
222,67,2,5817.64,4289.08,0.15
223,45,1,12450.41,9981.12,0.1
224,41,2,24445.86,18447.65,0.25
224,112,2,1069.22,785.1,0
225,68,1,5109.65,3870.79,0.1
225,75,1,3067.5,2375.36,1.25
225,84,1,4151.15,2955.74,0.2
225,99,2,4637.91,3663.32,0.1
226,80,2,13225.33,9438.55,0.1
227,19,1,15018.37,12088.13,0.15
227,33,1,21784.54,17617.92,1.1
228,51,2,16145.64,12462.53,0
228,77,1,3910.45,3158.17,0.15
229,71,3,3470.95,2726.54,0.15
229,81,3,5422.15,3976.59,NULL
230,19,1,14883.62,12303.94,0
230,33,63,21006.4,17202.65,0.2
230,46,1,23376.59,19318.84,0.05
230,57,2,10568.1,8161.39,0.1
230,64,1,8494.94,6310.34,0
231,107,3,1458.24,1234.61,0
232,104,1,297.68,250.18,0.15
232,107,1,1517.17,1261.88,0.15
233,6,1,35835.5,9.12,0.15
233,108,1,1804.04,1488.6,0.05
233,120,2,1868.25,1496.12,0.25
234,11,2,37177.25,30572.15,0.2
234,119,5,1892.11,1556.87,0
235,11,1,37231.67,28367.68,0
235,45,1,12329.09,9755.66,0
236,15,1,9071.42,7089.29,0.25
236,21,2,10934.21,8451.39,0.25
237,50,1,13966.87,10802.42,0.15
238,40,1,46695.94,35522.05,0
239,17,1,6855.64,5725.06,0
239,30,1,43889.88,36747.18,0.15
239,42,1,43445.71,32746.28,0.05
240,19,1,14990.04,11909.62,0.1
240,105,1,360.06,295.28,0.05
241,18,1,26979.16,22669.2,0.05
241,57,1,11301.51,8163.31,-0.1
241,66,1,15540.57,12442.14,0.15
241,73,1,2560.96,2029.99,0.15
241,99,1,4499.25,3937.56,0.05
242,64,1,8017.57,6640.53,0.2
242,76,1,3574.69,2720.55,0.1
243,101,1,1428.94,1180.62,0
243,107,2,1440.78,1298.57,0.05
243,120,2,1807.08,1506.56,0.15
244,43,1,10946.77,7798.45,0.15
244,101,1,1530.61,1169.53,0.05
244,103,1,617.16,522.66,0
245,114,1,3164.6,2879.27,0.1
246,57,1,11423.99,8032.77,0.1
246,66,1,14933.31,11960.43,0.1
246,74,1,5.57,2361.84,0.1
247,24,1,23982.01,18028.38,0
248,24,1,23970.69,16439.2,0
248,34,1,28785.21,21934.2,NULL
248,101,1,1447.05,1108.56,0.15
248,112,2,1116.06,820.65,0.15
248,119,3,1961.82,1514.77,0
249,77,1,3861.57,3120.44,0
250,30,2,44857.87,36878.68,0.15
250,105,1,361.64,290.27,0
251,73,2,2559.49,1999.07,-0.1
252,15,2,8407.84,7002.6,0.05
252,42,1,41295.78,32076.48,0
252,52,1,8649.22,6893.19,0
252,55,1,7053.39,5590.66,0.15
252,111,1,1198.82,944.04,0.05
253,49,1,8684.36,7364.78,0.05
253,70,3,4150.72,3295.36,0
253,120,1,1807.65,1451.5,0
254,41,2,23646.53,17896,0.1
254,57,1,11354.89,8442.3,0
254,72,1,1970.56,1650.49,0.1
255,49,2,8581.33,7443.25,0
256,5,1,23696.12,18633.44,0
256,8,2,53264.96,44859.84,0.05
256,30,1,44592.81,34649.39,0.05
256,51,1,15598.82,13061.26,0
257,17,1,6632.96,5695.55,0.1
257,88,2,8420.4,7066.35,0
258,5,2,23483.54,17623.1,0.1
258,11,1,36599.65,30043.71,0
258,45,1,12258.58,9860.62,0
258,112,26,1048.91,819.58,0.1
259,32,1,31757.17,24543.71,0.15
259,112,2,1063.47,799.39,0.1
260,114,0,3126.11,2708.72,0.15
261,33,1,20975.17,17097.57,0.25
262,4,1,19481.07,16683.74,0.1
262,84,3,4303.37,3028.85,NULL
263,12,2,49378.69,36840.14,0.2
263,41,1,23591.56,18076.09,0.05
263,50,1,14590.24,10459.13,NULL
264,112,1,1072.38,838.3,0
265,19,1,15629.24,11814.34,0.15
265,21,1,10753.44,7801.75,0.1
265,69,1,1943.97,1442.02,0.05
265,118,3,1252.32,895.73,0.1
266,100,1,3207.97,2810.74,0
266,109,3,515.44,433.59,0
267,47,1,33228.1,28631.69,0.1
267,76,3,3529.38,2811.19,0.2
267,107,1,1539.49,1337.52,0
268,24,1,23919.36,17771.08,0.15
268,41,1,23975.4,18737.24,0.15
269,34,1,28639.44,22566.88,0.05
269,60,1,15224.71,12492.63,0
270,17,1,6481.2,5482.06,0.1
270,21,2,10337.31,7931.17,0.05
270,63,2,11464.14,8892.86,0.15
271,64,1,8595.49,6661.71,0.2
272,46,1,21735.4,19002.18,0
273,15,-3,8847.87,6990.11,0.1
273,65,1,9836.24,7194.3,0
273,98,4,344.53,259.23,0
273,101,1,1422.38,1108.11,0
274,15,1,8446.22,7410.16,0.25
274,22,1,35003.49,31161.13,0.05
274,60,2,15731.14,12349.49,0.25
274,64,1,8305.4,6083,0
274,75,1,2988.69,2446.46,0.2
275,52,65,8709.44,6767.3,0.1
275,81,1,5027.05,3982.49,0.1
276,43,2,10491.18,8017.73,0.15
277,42,1,40330.15,32050.98,0
277,43,0,10017.1,7562.3,0.05
277,54,2,17433.27,14812.03,NULL
278,28,1,24831.27,18709.17,0.05
278,101,1,1465.33,1103.45,0.15
279,52,1,8709.82,7036.84,0.2
280,17,2,6511.23,5663.77,0.1
281,6,1,35651.15,28382.76,0.25
281,54,1,17677.21,13886.22,0.15
281,60,1,16083.92,12482.67,0
282,11,1,38317.3,29626.13,0.2
282,17,1,6779.34,5460.74,0.1
282,47,1,33686.93,27818.7,0
283,47,2,35233.73,28172.61,0.15
284,44,1,32799.13,26983.46,0.05
284,72,1,2096.45,1648.64,0
285,75,1,3282.22,2527.91,0
285,77,1,3795.03,3033.17,NULL
286,7,2,45708.96,36751.09,0.1
286,101,1,1457.34,1115.29,0
287,29,1,31415.95,24795.22,0.15
288,116,1,2128.42,1611.21,0.2
289,45,1,12611.97,9635.78,0.15
289,73,2,2512.59,2011.23,0.15
289,110,3,1378.25,1114.53,0.05
289,113,3,1636.68,1270.55,0.1
290,61,2,6123.78,4842.18,0.05
291,30,1,43765.76,34673,0.05
291,44,0,33655.11,25754.21,0.05
291,110,2,1332.32,1122.41,0.05
292,7,1,42139.44,37841.74,0.25
292,32,2,32224.12,26667.21,0.05
293,88,1,8624.51,6919.05,0.1
294,99,1,4766.55,4029.12,0.15
294,113,1,1594.01,1314.71,0.25
295,5,1,23678.57,17847.55,0
295,70,3,4158.64,3191.79,0
295,75,2,3244.32,2372.52,0
296,20,1,17709.08,15239.87,0
296,38,1,23384.97,18162.34,0.05
296,47,1,33542.32,28533.87,0.05
296,63,1,11257.57,8896.3,0.2
297,21,1,11098.19,8451.98,0.2
297,29,2,33379.36,24675.78,0.05
297,70,3,4172.92,3153.9,0
297,76,1,3520.1,2743.08,0.15
298,7,1,44584.47,36103.43,1.25
298,8,1,55528.18,44802.56,0.05
299,4,1,18818.44,15993.93,0.1
299,38,1,24391.14,17914.35,0
299,95,1,834.07,592.09,0.25
300,32,1,32445.28,24746.77,0
300,83,3,1300.79,1016.35,0.05
