sale_id,product_id,quantity,discount,unit_price,unit_cost
47,75,2,0.25,3132.72,2420.05
48,25,1,0.15,25300.08,21052.74
48,58,1,0.1,4545.08,3591.57
49,96,54,0.2,943.63,713.86
50,19,2,0,15032.26,12417.54
50,60,1,0.2,15649.8,12875.64
50,81,3,0,5167.83,3948.66
50,96,1,0,943.63,713.86
51,19,2,0.1,15032.26,12417.54
51,75,1,0.2,3132.72,2420.05
51,108,2,0.1,1810.57,1441.58
52,117,3,0.084130435,941.78,718.08
52,120,1,0.084130435,1861.62,1512.43
53,4,2,0,19059.59,16284.04
53,59,2,0.15,10639.98,8184.85
53,64,1,0,8286.71,6362.4
53,84,1,0.15,4099.96,3057.64
54,39,1,0.05,40056.63,33032.66
54,54,1,0.15,17754.88,14616.31
54,100,1,0,3280.7,2734.71
55,84,3,0,4099.96,3057.64
56,18,1,0.1,25982.69,22325.13
56,30,1,0.05,43457.18,35913.46
57,42,1,0,41592.8,33329.48
57,73,1,0.25,2594.94,1956.68
57,101,2,0.05,1459.15,1135.82
58,11,2,0,37366.11,29328.87
58,23,1,0.1,23449.3,19546.85
58,78,3,0,18441.07,15373.23
59,38,1,0.1,24245.73,18469.45
59,57,1,0,10919.01,8449.42
60,113,4,0.15,1569.91,1277.81
61,76,2,0.1,3430.15,2769.65
61,95,1,0.2,810.49,602.59
62,17,1,0.2,6774.4,5453
62,51,1,0.05,15493.11,12939.08
63,17,2,0,6774.4,5453
63,47,2,0,33711.86,28748.63
63,119,1,0.15,1955.14,1590.52
64,89,3,0.05,5504.56,4448.14
64,99,3,0,4558.37,3844.16
64,110,1,0.25,1359.5,1110.25
65,17,1,0,6774.4,5453
65,105,2,0.1,369.29,293.25
66,4,1,0.15,19059.59,16284.04
66,35,1,0,40351.44,30761.63
66,36,2,0.084130435,46415.07,39576.59
66,53,1,0.2,10777.52,8220.29
66,70,2,0.2,3986.1,3200.76
67,6,1,0.15,34593.4,28061.7
67,30,76,0.25,43457.18,35913.46
67,96,3,0.1,943.63,713.86
68,17,1,0.15,6774.4,5453
68,70,1,0.2,3986.1,3200.76
69,106,2,0.1,254.07,201.91
70,49,1,0.05,8760.67,7484.66
71,70,2,0.1,3986.1,3200.76
71,93,4,0.05,1606.51,1366.79
72,67,1,0,5963.33,4499.54
73,57,1,0.05,10919.01,8449.42
74,56,2,0.1,14281.19,10925.54
74,75,2,0.1,3132.72,2420.05
75,73,1,0,2594.94,1956.68
76,7,1,0.1,43638.93,36859.8
76,18,1,0,25982.69,22325.13
76,43,1,0.25,10452.57,7798.28
76,54,1,0.084130435,17754.88,14616.31
78,6,1,0.1,34593.4,28061.7
78,16,1,0.2,10389.79,8227.78
78,27,1,0.15,34727.99,30069.8
79,12,1,0.1,50160.12,38153.08
79,46,1,0,22745.35,18876.27
80,17,2,0.25,6774.4,5453
80,57,1,0.05,10919.01,8449.42
80,82,3,0.15,6597.27,5199.67
80,105,1,0.05,369.29,293.25
80,120,2,0.05,1861.62,1512.43
81,100,1,0.1,3280.7,2734.71
82,8,1,0.1,54416.24,46147.25
82,30,1,0,43457.18,35913.46
83,17,1,0.05,6774.4,5453
83,44,2,0.1,33553.11,26819.15
83,45,1,0,12288.95,9920.28
83,47,1,0,33711.86,28748.63
83,51,1,0.084130435,15493.11,12939.08
84,72,1,0.1,2022.18,1691.08
84,73,3,0.15,2594.94,1956.68
84,110,1,0.2,1359.5,1110.25
85,4,1,0,19059.59,16284.04
85,18,1,0.1,25982.69,22325.13
85,35,1,0.1,40351.44,30761.63
85,47,1,0.05,33711.86,28748.63
86,101,2,0.05,1459.15,1135.82
87,77,1,0.05,3869,3051.47
88,51,2,0.05,15493.11,12939.08
88,95,3,0.2,810.49,602.59
88,96,1,0.1,943.63,713.86
89,19,1,0,15032.26,12417.54
89,44,1,0,33553.11,26819.15
89,83,1,0,1338.95,1016.05
90,38,1,0.25,24245.73,18469.45
90,47,1,0.05,33711.86,28748.63
90,77,1,0.1,3869,3051.47
91,5,1,0.05,23034.18,18268.86
91,18,1,0.25,25982.69,22325.13
91,55,1,0,6831.22,5452.4
92,5,1,0.2,23034.18,18268.86
92,20,2,0.05,17899.64,15367.23
93,17,1,0.15,6774.4,5453
93,39,2,0.05,40056.63,33032.66
93,107,1,0.05,1478.47,1285.3
93,115,5,0,1119.73,946.62
94,61,1,0.1,6122.69,4930.93
95,61,2,0.084130435,6122.69,4930.93
95,90,1,0,5651.34,4568.97
96,24,1,0.05,23132.89,17177.19
97,32,1,0.1,31328.71,25759.55
97,64,1,0.05,8286.71,6362.4
97,117,1,0.05,941.78,718.08
98,46,2,0.1,22745.35,18876.27
98,120,69,0.1,1861.62,1512.43
99,24,1,0,23132.89,17177.19
100,54,1,0.25,17754.88,14616.31
100,62,2,0.15,6880.13,5595.68
101,60,1,0.15,15649.8,12875.64
101,105,1,0.15,369.29,293.25
102,33,2,0,20799.96,17519.04
102,106,1,0.25,254.07,201.91
103,55,2,0.1,6831.22,5452.4
104,25,1,0.2,25300.08,21052.74
104,34,1,0.05,28176.66,22798.3
104,44,1,0.05,33553.11,26819.15
105,47,2,0.084130435,33711.86,28748.63
105,101,1,0.084130435,1459.15,1135.82
105,120,3,0.1,1861.62,1512.43
106,50,2,0.2,14093.3,10657.04
107,10,2,0.05,28984.82,24375.23
108,57,1,0.2,10919.01,8449.42
109,5,1,0.1,23034.18,18268.86
110,18,1,0.25,25982.69,22325.13
110,35,1,0.15,40351.44,30761.63
110,43,1,0,10452.57,7798.28
110,81,1,0.25,5167.83,3948.66
110,85,2,0,11775.25,8823.61
111,88,2,0,8530.57,7164.7
111,101,3,0.15,1459.15,1135.82
112,72,1,0,2022.18,1691.08
112,75,1,0.05,3132.72,2420.05
112,92,1,0.05,1964.69,1465.53
112,101,1,0,1459.15,1135.82
113,99,1,0.25,4558.37,3844.16
114,11,1,0,37366.11,29328.87
114,96,1,0,943.63,713.86
115,33,2,0.05,20799.96,17519.04
115,47,1,0.05,33711.86,28748.63
115,99,1,0,4558.37,3844.16
115,112,2,0.25,1086.02,808.75
116,17,1,0.1,6774.4,5453
116,75,1,0.05,3132.72,2420.05
116,107,1,0.1,1478.47,1285.3
117,30,1,0.15,43457.18,35913.46
118,64,1,0,8286.71,6362.4
118,99,2,0,4558.37,3844.16
119,34,1,0.15,28176.66,22798.3
119,57,1,0.1,10919.01,8449.42
120,1,37,0.15,7820.51,6378.81
120,7,1,0.05,43638.93,36859.8
120,39,1,0.15,40056.63,33032.66
120,57,1,0,10919.01,8449.42
121,15,1,0.15,8716.42,7172.96
121,32,2,0.05,31328.71,25759.55
121,43,2,0.05,10452.57,7798.28
121,101,4,0,1459.15,1135.82
122,45,2,0.15,12288.95,9920.28
122,57,1,0.1,10919.01,8449.42
122,73,3,0.15,2594.94,1956.68
122,78,1,0,18441.07,15373.23
122,83,1,0,1338.95,1016.05
123,95,2,0,810.49,602.59
124,43,1,0,10452.57,7798.28
124,49,1,0.15,8760.67,7484.66
124,57,1,0.15,10919.01,8449.42
124,115,1,0.05,1119.73,946.62
125,26,1,0,56726.38,47501.32
125,54,1,0.05,17754.88,14616.31
125,75,1,0.1,3132.72,2420.05
125,102,1,0.1,762.95,613.79
125,106,2,0.05,254.07,201.91
126,84,1,0.084130435,4099.96,3057.64
127,34,1,0,28176.66,22798.3
128,17,1,0.05,6774.4,5453
128,32,56,0.05,31328.71,25759.55
128,58,1,0,4545.08,3591.57
128,101,2,0.05,1459.15,1135.82
129,4,1,0.15,19059.59,16284.04
129,60,1,0.25,15649.8,12875.64
129,69,1,0.1,1939.08,1490.4
130,17,1,0.15,6774.4,5453
130,58,2,0,4545.08,3591.57
130,92,1,0.15,1964.69,1465.53
130,119,1,0,1955.14,1590.52
131,58,1,0.05,4545.08,3591.57
132,1,2,0,7820.51,6378.81
132,35,2,0.15,40351.44,30761.63
132,74,2,0.05,2983.21,2320.79
132,119,1,0.05,1955.14,1590.52
133,10,1,0.05,28984.82,24375.23
133,29,1,0.084130435,32511.15,25921.35
134,10,2,0.2,28984.82,24375.23
135,95,4,0.1,810.49,602.59
136,11,1,0.1,37366.11,29328.87
136,43,1,0.1,10452.57,7798.28
136,116,1,0,2142.99,1643.31
137,18,1,0.05,25982.69,22325.13
137,99,2,0,4558.37,3844.16
138,42,1,0.05,41592.8,33329.48
138,111,4,0.15,1247.24,976.36
139,10,1,0.1,28984.82,24375.23
139,19,1,0,15032.26,12417.54
140,30,1,0.05,43457.18,35913.46
140,60,1,0,15649.8,12875.64
140,116,2,0.1,2142.99,1643.31
141,63,1,0,11424.44,8683.37
142,8,2,0,54416.24,46147.25
142,96,2,0.25,943.63,713.86
142,101,4,0,1459.15,1135.82
142,120,5,0.25,1861.62,1512.43
143,30,1,0.1,43457.18,35913.46
143,64,1,0.1,8286.71,6362.4
144,120,1,0.15,1861.62,1512.43
145,109,5,0.25,525.46,445.88
146,58,1,0,4545.08,3591.57
146,120,2,0.15,1861.62,1512.43
147,21,2,0,10769.33,8068.73
147,30,1,0.15,43457.18,35913.46
147,74,1,0.084130435,2983.21,2320.79
147,76,1,0.05,3430.15,2769.65
148,28,1,0,24863.02,18580.35
148,73,1,0.15,2594.94,1956.68
149,5,1,0,23034.18,18268.86
149,48,1,0.1,31451.42,24168.17
150,46,1,0.15,22745.35,18876.27
150,111,43,0.05,1247.24,976.36
150,120,3,0.2,1861.62,1512.43
151,65,1,0.1,9653.18,7226.05
151,114,1,0.15,3218.92,2763.17
152,30,1,0,43457.18,35913.46
152,43,1,0.2,10452.57,7798.28
152,75,1,0.1,3132.72,2420.05
153,6,1,0.05,34593.4,28061.7
153,23,1,0.1,23449.3,19546.85
153,34,1,0.084130435,28176.66,22798.3
153,105,3,0,369.29,293.25
153,114,5,0.2,3218.92,2763.17
154,47,1,0,33711.86,28748.63
154,54,1,0.2,17754.88,14616.31
154,94,2,0,1307.79,1131.43
155,26,1,0,56726.38,47501.32
156,47,1,0.2,33711.86,28748.63
156,57,1,0.1,10919.01,8449.42
156,99,2,0,4558.37,3844.16
156,101,1,0,1459.15,1135.82
156,113,1,0.1,1569.91,1277.81
157,1,1,0.05,7820.51,6378.81
157,17,1,0.1,6774.4,5453
157,92,1,0.25,1964.69,1465.53
158,29,2,0.084130435,32511.15,25921.35
158,37,1,0.15,42724.86,33581.82
159,76,2,0.15,3430.15,2769.65
160,37,59,0.2,42724.86,33581.82
160,40,1,0.25,46147.36,36854.06
160,47,2,0,33711.86,28748.63
160,84,2,0.05,4099.96,3057.64
161,12,1,0.25,50160.12,38153.08
161,67,1,0.15,5963.33,4499.54
161,76,1,0.15,3430.15,2769.65
162,7,1,0.15,43638.93,36859.8
162,32,1,0,31328.71,25759.55
162,70,1,0.084130435,3986.1,3200.76
163,44,1,0.15,33553.11,26819.15
163,101,2,0.15,1459.15,1135.82
163,112,2,0.2,1086.02,808.75
164,33,1,0.25,20799.96,17519.04
164,99,3,0.15,4558.37,3844.16
164,103,1,0.05,642.13,517.28
165,88,2,0.2,8530.57,7164.7
166,45,1,0.05,12288.95,9920.28
166,57,1,0.15,10919.01,8449.42
167,5,1,0.15,23034.18,18268.86
167,101,4,0.05,1459.15,1135.82
168,29,1,0.25,32511.15,25921.35
168,83,1,0.1,1338.95,1016.05
168,100,2,0.2,3280.7,2734.71
169,24,1,0.1,23132.89,17177.19
170,17,33,0.2,6774.4,5453
170,46,1,0.05,22745.35,18876.27
170,105,2,0.15,369.29,293.25
171,30,2,0,43457.18,35913.46
171,64,1,0,8286.71,6362.4
171,73,2,0,2594.94,1956.68
171,101,1,0.05,1459.15,1135.82
172,40,1,0.05,46147.36,36854.06
172,47,1,0.05,33711.86,28748.63
172,73,1,0.15,2594.94,1956.68
172,88,2,0.084130435,8530.57,7164.7
173,113,2,0.1,1569.91,1277.81
174,24,1,0.05,23132.89,17177.19
174,47,2,0,33711.86,28748.63
174,73,1,0.084130435,2594.94,1956.68
174,88,1,0,8530.57,7164.7
175,119,1,0.05,1955.14,1590.52
176,47,1,0.084130435,33711.86,28748.63
176,83,1,0.05,1338.95,1016.05
176,88,1,0,8530.57,7164.7
177,70,1,0,3986.1,3200.76
178,114,1,0,3218.92,2763.17
179,32,1,0,31328.71,25759.55
179,70,1,0.25,3986.1,3200.76
179,73,1,0.1,2594.94,1956.68
179,75,2,0.1,3132.72,2420.05
180,70,3,0.2,3986.1,3200.76
181,16,2,0.15,10389.79,8227.78
181,19,2,0,15032.26,12417.54
182,67,1,0,5963.33,4499.54
182,78,1,0.25,18441.07,15373.23
182,82,2,0,6597.27,5199.67
183,46,1,0.084130435,22745.35,18876.27
183,101,4,0,1459.15,1135.82
184,4,1,0.2,19059.59,16284.04
184,14,1,0.15,81785.8,67687.25
184,49,74,0,8760.67,7484.66
185,4,1,0,19059.59,16284.04
185,67,1,0,5963.33,4499.54
185,72,1,0.2,2022.18,1691.08
186,4,1,0,19059.59,16284.04
186,88,1,0,8530.57,7164.7
187,10,1,0.15,28984.82,24375.23
188,70,2,0,3986.1,3200.76
189,114,4,0.15,3218.92,2763.17
190,24,1,0.1,23132.89,17177.19
190,62,1,0.2,6880.13,5595.68
190,72,1,0.05,2022.18,1691.08
190,101,3,0.15,1459.15,1135.82
190,112,2,0,1086.02,808.75
191,76,1,0.15,3430.15,2769.65
191,95,1,0.05,810.49,602.59
191,108,2,0.1,1810.57,1441.58
192,75,1,0.15,3132.72,2420.05
192,113,1,0.05,1569.91,1277.81
193,5,1,0,23034.18,18268.86
193,36,1,0.2,46415.07,39576.59
194,16,1,0,10389.79,8227.78
194,31,1,0,35560.46,30062.84
194,47,1,0.2,33711.86,28748.63
194,75,2,0.1,3132.72,2420.05
195,38,1,0.1,24245.73,18469.45
196,42,2,0.05,41592.8,33329.48
196,43,1,0.2,10452.57,7798.28
196,60,2,0.15,15649.8,12875.64
197,42,2,0,41592.8,33329.48
197,57,1,0.1,10919.01,8449.42
197,113,2,0,1569.91,1277.81
198,77,1,0.1,3869,3051.47
198,101,1,0.1,1459.15,1135.82
198,103,3,0.15,642.13,517.28
199,24,1,0,23132.89,17177.19
200,2,1,0,10411.61,8926.22
200,17,1,0.1,6774.4,5453
200,21,1,0,10769.33,8068.73
200,84,3,0,4099.96,3057.64
201,16,1,0,10389.79,8227.78
201,28,1,0.25,24863.02,18580.35
201,42,1,0,41592.8,33329.48
201,58,1,0.1,4545.08,3591.57
201,70,1,0.05,3986.1,3200.76
202,61,1,0.1,6122.69,4930.93
202,81,1,0.2,5167.83,3948.66
202,82,2,0.1,6597.27,5199.67
203,17,1,0.1,6774.4,5453
203,42,2,0,41592.8,33329.48
203,70,1,0.05,3986.1,3200.76
204,5,1,0.084130435,23034.18,18268.86
204,11,2,0.15,37366.11,29328.87
204,47,1,0.1,33711.86,28748.63
204,57,1,0.1,10919.01,8449.42
204,96,3,0.1,943.63,713.86
205,55,1,0,6831.22,5452.4
205,101,1,0.15,1459.15,1135.82
206,103,4,0.05,642.13,517.28
207,11,26,0,37366.11,29328.87
207,45,1,0.2,12288.95,9920.28
207,99,1,0.1,4558.37,3844.16
208,11,2,0.05,37366.11,29328.87
208,75,3,0.1,3132.72,2420.05
208,118,1,0.05,1198.74,910.08
209,28,1,0.05,24863.02,18580.35
209,39,1,0.05,40056.63,33032.66
210,52,1,0,8639.23,6791.57
210,75,1,0,3132.72,2420.05
210,85,1,0.1,11775.25,8823.61
211,11,1,0.15,37366.11,29328.87
211,63,1,0.1,11424.44,8683.37
211,65,1,0.084130435,9653.18,7226.05
211,92,3,0.1,1964.69,1465.53
211,99,3,0.15,4558.37,3844.16
212,70,1,0.05,3986.1,3200.76
212,88,2,0.1,8530.57,7164.7
212,89,2,0,5504.56,4448.14
212,107,47,0.2,1478.47,1285.3
212,109,1,0.05,525.46,445.88
213,30,1,0.05,43457.18,35913.46
214,109,2,0,525.46,445.88
215,12,1,0.084130435,50160.12,38153.08
215,45,1,0.2,12288.95,9920.28
215,81,1,0.1,5167.83,3948.66
215,100,2,0.05,3280.7,2734.71
216,24,1,0.15,23132.89,17177.19
216,27,1,0,34727.99,30069.8
216,32,1,0,31328.71,25759.55
216,81,2,0.15,5167.83,3948.66
217,81,1,0.05,5167.83,3948.66
218,6,1,0.05,34593.4,28061.7
218,7,2,0,43638.93,36859.8
218,30,2,0.2,43457.18,35913.46
218,64,2,0.15,8286.71,6362.4
218,106,1,0.2,254.07,201.91
219,11,2,0.2,37366.11,29328.87
219,15,2,0,8716.42,7172.96
219,65,1,0.15,9653.18,7226.05
219,120,1,0.05,1861.62,1512.43
220,5,1,0.1,23034.18,18268.86
220,17,2,0.084130435,6774.4,5453
220,43,1,0,10452.57,7798.28
221,73,2,0.1,2594.94,1956.68
221,90,2,0.2,5651.34,4568.97
221,92,1,0.15,1964.69,1465.53
222,66,1,0.15,15460.09,12005.8
222,67,2,0.15,5963.33,4499.54
223,45,1,0.1,12288.95,9920.28
224,41,2,0.25,23315.37,18692.16
224,112,2,0,1086.02,808.75
225,68,1,0.1,5186.61,3897.48
225,75,1,0.084130435,3132.72,2420.05
225,84,1,0.2,4099.96,3057.64
225,99,2,0.1,4558.37,3844.16
226,80,2,0.1,12600.56,9910.89
227,19,1,0.15,15032.26,12417.54
227,33,1,0.084130435,20799.96,17519.04
228,51,2,0,15493.11,12939.08
228,77,1,0.15,3869,3051.47
229,71,3,0.15,3616.71,2805.57
229,81,3,0.084130435,5167.83,3948.66
230,19,1,0,15032.26,12417.54
230,33,63,0.2,20799.96,17519.04
230,46,1,0.05,22745.35,18876.27
230,57,2,0.1,10919.01,8449.42
230,64,1,0,8286.71,6362.4
231,107,3,0,1478.47,1285.3
232,104,1,0.15,286.65,239.17
232,107,1,0.15,1478.47,1285.3
233,6,1,0.15,34593.4,28061.7
233,108,1,0.05,1810.57,1441.58
233,120,2,0.25,1861.62,1512.43
234,11,2,0.2,37366.11,29328.87
234,119,5,0,1955.14,1590.52
235,11,1,0,37366.11,29328.87
235,45,1,0,12288.95,9920.28
236,15,1,0.25,8716.42,7172.96
236,21,2,0.25,10769.33,8068.73
237,50,1,0.15,14093.3,10657.04
238,40,1,0,46147.36,36854.06
239,17,1,0,6774.4,5453
239,30,1,0.15,43457.18,35913.46
239,42,1,0.05,41592.8,33329.48
240,19,1,0.1,15032.26,12417.54
240,105,1,0.05,369.29,293.25
241,18,1,0.05,25982.69,22325.13
241,57,1,0.084130435,10919.01,8449.42
241,66,1,0.15,15460.09,12005.8
241,73,1,0.15,2594.94,1956.68
241,99,1,0.05,4558.37,3844.16
242,64,1,0.2,8286.71,6362.4
242,76,1,0.1,3430.15,2769.65
243,101,1,0,1459.15,1135.82
243,107,2,0.05,1478.47,1285.3
243,120,2,0.15,1861.62,1512.43
244,43,1,0.15,10452.57,7798.28
244,101,1,0.05,1459.15,1135.82
244,103,1,0,642.13,517.28
245,114,1,0.1,3218.92,2763.17
246,57,1,0.1,10919.01,8449.42
246,66,1,0.1,15460.09,12005.8
246,74,1,0.1,2983.21,2320.79
247,24,1,0,23132.89,17177.19
248,24,1,0,23132.89,17177.19
248,34,1,0.084130435,28176.66,22798.3
248,101,1,0.15,1459.15,1135.82
248,112,2,0.15,1086.02,808.75
248,119,3,0,1955.14,1590.52
249,77,1,0,3869,3051.47
250,30,2,0.15,43457.18,35913.46
250,105,1,0,369.29,293.25
251,73,2,0.084130435,2594.94,1956.68
252,15,2,0.05,8716.42,7172.96
252,42,1,0,41592.8,33329.48
252,52,1,0,8639.23,6791.57
252,55,1,0.15,6831.22,5452.4
252,111,1,0.05,1247.24,976.36
253,49,1,0.05,8760.67,7484.66
253,70,3,0,3986.1,3200.76
253,120,1,0,1861.62,1512.43
254,41,2,0.1,23315.37,18692.16
254,57,1,0,10919.01,8449.42
254,72,1,0.1,2022.18,1691.08
255,49,2,0,8760.67,7484.66
256,5,1,0,23034.18,18268.86
256,8,2,0.05,54416.24,46147.25
256,30,1,0.05,43457.18,35913.46
256,51,1,0,15493.11,12939.08
257,17,1,0.1,6774.4,5453
257,88,2,0,8530.57,7164.7
258,5,2,0.1,23034.18,18268.86
258,11,1,0,37366.11,29328.87
258,45,1,0,12288.95,9920.28
258,112,26,0.1,1086.02,808.75
259,32,1,0.15,31328.71,25759.55
259,112,2,0.1,1086.02,808.75
261,33,1,0.25,20799.96,17519.04
262,4,1,0.1,19059.59,16284.04
262,84,3,0.084130435,4099.96,3057.64
263,12,2,0.2,50160.12,38153.08
263,41,1,0.05,23315.37,18692.16
263,50,1,0.084130435,14093.3,10657.04
264,112,1,0,1086.02,808.75
265,19,1,0.15,15032.26,12417.54
265,21,1,0.1,10769.33,8068.73
265,69,1,0.05,1939.08,1490.4
265,118,3,0.1,1198.74,910.08
266,100,1,0,3280.7,2734.71
266,109,3,0,525.46,445.88
267,47,1,0.1,33711.86,28748.63
267,76,3,0.2,3430.15,2769.65
267,107,1,0,1478.47,1285.3
268,24,1,0.15,23132.89,17177.19
268,41,1,0.15,23315.37,18692.16
269,34,1,0.05,28176.66,22798.3
269,60,1,0,15649.8,12875.64
270,17,1,0.1,6774.4,5453
270,21,2,0.05,10769.33,8068.73
270,63,2,0.15,11424.44,8683.37
271,64,1,0.2,8286.71,6362.4
272,46,1,0,22745.35,18876.27
273,65,1,0,9653.18,7226.05
273,98,4,0,336.47,254.4
273,101,1,0,1459.15,1135.82
274,15,1,0.25,8716.42,7172.96
274,22,1,0.05,36600.48,29953.6
274,60,2,0.25,15649.8,12875.64
274,64,1,0,8286.71,6362.4
274,75,1,0.2,3132.72,2420.05
275,52,65,0.1,8639.23,6791.57
275,81,1,0.1,5167.83,3948.66
276,43,2,0.15,10452.57,7798.28
277,42,1,0,41592.8,33329.48
277,54,2,0.084130435,17754.88,14616.31
278,28,1,0.05,24863.02,18580.35
278,101,1,0.15,1459.15,1135.82
279,52,1,0.2,8639.23,6791.57
280,17,2,0.1,6774.4,5453
281,6,1,0.25,34593.4,28061.7
281,54,1,0.15,17754.88,14616.31
281,60,1,0,15649.8,12875.64
282,11,1,0.2,37366.11,29328.87
282,17,1,0.1,6774.4,5453
282,47,1,0,33711.86,28748.63
283,47,2,0.15,33711.86,28748.63
284,44,1,0.05,33553.11,26819.15
284,72,1,0,2022.18,1691.08
285,75,1,0,3132.72,2420.05
285,77,1,0.084130435,3869,3051.47
286,7,2,0.1,43638.93,36859.8
286,101,1,0,1459.15,1135.82
287,29,1,0.15,32511.15,25921.35
288,116,1,0.2,2142.99,1643.31
289,45,1,0.15,12288.95,9920.28
289,73,2,0.15,2594.94,1956.68
289,110,3,0.05,1359.5,1110.25
289,113,3,0.1,1569.91,1277.81
290,61,2,0.05,6122.69,4930.93
291,30,1,0.05,43457.18,35913.46
291,110,2,0.05,1359.5,1110.25
292,7,1,0.25,43638.93,36859.8
292,32,2,0.05,31328.71,25759.55
293,88,1,0.1,8530.57,7164.7
294,99,1,0.15,4558.37,3844.16
294,113,1,0.25,1569.91,1277.81
295,5,1,0,23034.18,18268.86
295,70,3,0,3986.1,3200.76
295,75,2,0,3132.72,2420.05
296,20,1,0,17899.64,15367.23
296,38,1,0.05,24245.73,18469.45
296,47,1,0.05,33711.86,28748.63
296,63,1,0.2,11424.44,8683.37
297,21,1,0.2,10769.33,8068.73
297,29,2,0.05,32511.15,25921.35
297,70,3,0,3986.1,3200.76
297,76,1,0.15,3430.15,2769.65
298,7,1,0.084130435,43638.93,36859.8
298,8,1,0.05,54416.24,46147.25
299,4,1,0.1,19059.59,16284.04
299,38,1,0,24245.73,18469.45
299,95,1,0.25,810.49,602.59
300,32,1,0,31328.71,25759.55
300,83,3,0.05,1338.95,1016.05
301,47,2,0,33711.86,28748.63
301,101,1,0.15,1459.15,1135.82
302,15,1,0.15,8716.42,7172.96
302,41,1,0.05,23315.37,18692.16
302,51,1,0.05,15493.11,12939.08
302,112,4,0,1086.02,808.75
303,46,1,0,22745.35,18876.27
304,64,2,0.084130435,8286.71,6362.4
305,19,1,0.05,15032.26,12417.54
305,33,1,0,20799.96,17519.04
306,6,1,0.084130435,34593.4,28061.7
307,24,1,0,23132.89,17177.19
308,107,1,0,1478.47,1285.3
