sale_id,sale_date,payment_method,order_status,customer_id,store_id,employee_id
94,5/17/2026,Mobile Wallet,Completed,247,1,1
95,5/11/2026,Cash,Pending,296,2,12
96,2/25/2026,Mobile Wallet,Completed,139,3,15
97,4/23/2026,Debit Card,Completed,326,2,12
98,4/24/2026,Cash,Completed,143,3,17
99,5/21/2026,Cash,Returned,336,1,5
100,3/2/2026,Credit Card,Completed,265,2,12
101,3/3/2026,Credit Card,Completed,336,1,5
102,4/4/2026,Debit Card,Completed,314,1,6
103,4/26/2026,Credit Card,Completed,224,1,2
104,6/14/2026,Installment,Completed,8,1,1
105,2/13/2026,Installment,Cancelled,24,2,12
106,2/28/2026,Mobile Wallet,Completed,185,2,11
107,2/21/2026,Cash,Completed,20,2,9
108,5/31/2026,Installment,Completed,284,3,15
109,6/3/2026,Installment,Completed,310,2,14
110,1/24/2026,Cash,Completed,87,2,13
111,5/27/2026,Cash,Completed,172,1,7
112,1/23/2026,Credit Card,Cancelled,220,1,8
113,5/22/2026,Cash,Completed,7,1,6
114,6/5/2026,Installment,Completed,37,3,18
115,4/5/2026,Cash,Completed,23,2,13
116,5/4/2026,Credit Card,Completed,276,2,12
117,3/3/2026,Mobile Wallet,Completed,150,3,17
118,5/16/2026,Installment,Completed,240,3,15
119,6/5/2026,Unknown,Returned,339,3,16
120,1/1/2026,Cash,Completed,67,2,9
121,5/6/2026,Credit Card,Cancelled,264,1,3
122,2/11/2026,Credit Card,Pending,59,1,4
123,2/18/2026,Unknown,Unknown,36,1,1
124,4/24/2026,Mobile Wallet,Completed,7,3,17
125,2/19/2026,Cash,Cancelled,68,1,1
126,5/12/2026,Mobile Wallet,Cancelled,312,2,13
127,4/19/2026,Credit Card,Completed,266,2,13
128,3/22/2026,Mobile Wallet,Completed,98,1,3
129,3/8/2026,Cash,Pending,67,2,11
130,3/3/2026,Cash,Cancelled,174,2,10
131,1/8/2026,Mobile Wallet,Completed,106,1,7
132,2/28/2026,Mobile Wallet,Completed,185,2,11
133,5/13/2026,Installment,Pending,305,1,6
134,1/6/2026,Credit Card,Completed,265,2,10
135,5/9/2026,Credit Card,Cancelled,42,1,2
136,5/5/2026,Mobile Wallet,Completed,317,1,7
137,2/24/2026,Cash,Cancelled,323,1,3
138,3/15/2026,Debit Card,Completed,80,2,12
139,5/5/2026,Mobile Wallet,Completed,313,2,13
140,1/7/2026,Installment,Completed,15,3,15
141,3/13/2026,Installment,Completed,8,1,3
142,3/6/2026,Mobile Wallet,Pending,87,1,2
143,4/20/2026,Debit Card,Completed,148,1,6
144,4/20/2026,Cash,Completed,113,1,7
145,4/14/2026,Unknown,Completed,309,3,17
146,6/18/2026,Cash,Completed,212,2,9
147,4/20/2026,Mobile Wallet,Completed,324,3,15
148,6/8/2026,Credit Card,Cancelled,54,2,12
149,6/7/2026,Debit Card,Completed,99,1,4
150,6/30/2026,Debit Card,Completed,207,1,1
151,2/25/2026,Mobile Wallet,Completed,165,2,9
152,2/8/2026,Debit Card,Pending,83,2,13
153,5/15/2026,Installment,Completed,279,1,3
154,6/8/2026,Credit Card,Completed,196,3,17
155,2/20/2026,Credit Card,Pending,183,3,16
156,1/13/2026,Unknown,Cancelled,165,2,12
157,4/26/2026,Credit Card,Completed,309,2,12
158,1/18/2026,Installment,Completed,85,2,12
159,2/28/2026,Mobile Wallet,Completed,315,3,18
160,1/24/2026,Installment,Completed,165,1,1
161,6/30/2026,Cash,Completed,144,3,16
162,3/27/2026,Cash,Cancelled,32,2,12
163,3/8/2026,Credit Card,Completed,330,1,7
164,4/16/2026,Cash,Completed,231,1,4
165,5/12/2026,Mobile Wallet,Returned,108,3,16
166,2/27/2026,Mobile Wallet,Completed,207,1,5
167,4/28/2026,Mobile Wallet,Completed,310,1,7
168,2/25/2026,Unknown,Unknown,133,1,7
169,2/24/2026,Cash,Completed,306,1,6
170,5/11/2026,Cash,Completed,115,3,18
171,6/23/2026,Installment,Pending,100,2,12
172,5/15/2026,Cash,Pending,78,3,17
173,5/5/2026,Cash,Pending,256,2,13
174,1/25/2026,Cash,Completed,236,3,18
175,3/1/2026,Cash,Completed,163,1,5
176,5/7/2026,Cash,Pending,231,2,12
177,2/8/2026,Debit Card,Completed,78,3,17
178,6/9/2026,Installment,Returned,231,1,5
179,1/13/2026,Credit Card,Completed,81,1,8
180,5/4/2026,Mobile Wallet,Completed,95,3,16
181,5/15/2026,Mobile Wallet,Completed,135,2,9
182,5/11/2026,Mobile Wallet,Cancelled,289,1,5
183,3/12/2026,Debit Card,Completed,289,3,16
184,6/1/2026,Cash,Completed,283,1,6
185,4/25/2026,Cash,Completed,161,1,7
186,3/11/2026,Cash,Completed,103,1,7
187,1/1/2026,Credit Card,Completed,43,3,15
188,4/26/2026,Cash,Completed,77,3,15
189,6/3/2026,Credit Card,Completed,239,1,5
190,5/4/2026,Cash,Completed,158,2,12
191,4/23/2026,Credit Card,Returned,8,2,10
192,2/9/2026,Mobile Wallet,Pending,229,2,14
193,4/19/2026,Debit Card,Completed,230,2,12
194,5/3/2026,Installment,Completed,244,2,12
195,4/26/2026,Debit Card,Completed,196,2,12
196,6/16/2026,Debit Card,Completed,85,2,13
197,5/11/2026,Debit Card,Completed,14,1,7
198,4/21/2026,Credit Card,Cancelled,62,3,16
199,1/22/2026,Credit Card,Returned,73,2,12
200,2/10/2026,Credit Card,Completed,316,1,6
201,3/30/2026,Debit Card,Pending,11,3,15
202,1/21/2026,Credit Card,Completed,94,3,15
203,3/19/2026,Debit Card,Completed,11,3,17
204,6/25/2026,Credit Card,Pending,161,2,10
205,5/11/2026,Mobile Wallet,Completed,322,1,4
206,3/26/2026,Debit Card,Completed,329,2,13
207,5/2/2026,Installment,Completed,257,1,1
208,3/29/2026,Mobile Wallet,Completed,54,2,12
209,2/15/2026,Credit Card,Returned,203,3,18
210,3/24/2026,Mobile Wallet,Completed,316,2,12
211,6/13/2026,Cash,Completed,256,3,17
212,2/1/2026,Cash,Completed,43,1,6
213,6/14/2026,Debit Card,Completed,85,3,17
214,4/28/2026,Credit Card,Pending,216,2,11
215,1/7/2026,Debit Card,Completed,272,1,5
216,5/7/2026,Mobile Wallet,Cancelled,188,1,1
217,4/7/2026,Installment,Completed,32,1,6
218,1/1/2026,Installment,Pending,109,2,10
219,3/20/2026,Debit Card,Completed,317,3,18
220,2/25/2026,Debit Card,Completed,302,2,10
221,3/24/2026,Debit Card,Completed,102,2,12
222,5/2/2026,Cash,Completed,310,2,14
223,5/11/2026,Mobile Wallet,Returned,158,2,13
224,6/11/2026,Mobile Wallet,Cancelled,64,2,12
225,2/1/2026,Installment,Pending,54,1,7
226,4/16/2026,Mobile Wallet,Returned,78,1,2
227,3/6/2026,Installment,Returned,116,3,16
228,3/4/2026,Debit Card,Completed,5,3,16
229,2/27/2026,Installment,Returned,163,2,10
230,2/20/2026,Mobile Wallet,Completed,77,1,8
231,4/26/2026,Debit Card,Returned,12,1,5
232,3/3/2026,Mobile Wallet,Completed,171,1,6
233,1/13/2026,Debit Card,Completed,3,3,15
234,6/28/2026,Mobile Wallet,Completed,299,1,8
235,6/6/2026,Mobile Wallet,Completed,316,3,17
236,1/12/2026,Credit Card,Completed,240,2,12
237,3/11/2026,Cash,Pending,99,1,2
238,2/2/2026,Installment,Completed,207,1,7
239,5/1/2026,Mobile Wallet,Cancelled,224,2,13
240,2/14/2026,Installment,Completed,135,2,13
241,2/28/2026,Cash,Completed,59,1,7
242,4/26/2026,Credit Card,Completed,310,2,11
243,1/30/2026,Mobile Wallet,Cancelled,98,2,10
244,5/31/2026,Debit Card,Unknown,128,3,18
245,1/26/2026,Installment,Completed,326,1,5
246,6/24/2026,Unknown,Unknown,72,1,7
247,3/12/2026,Debit Card,Returned,189,2,13
248,5/2/2026,Debit Card,Cancelled,276,1,7
249,1/20/2026,Installment,Pending,130,2,13
250,4/2/2026,Credit Card,Pending,54,2,12
251,6/26/2026,Mobile Wallet,Completed,274,1,3
252,4/23/2026,Credit Card,Completed,59,3,18
253,1/8/2026,Installment,Pending,291,3,16
254,2/9/2026,Installment,Cancelled,331,3,17
255,4/21/2026,Cash,Completed,263,3,17
256,2/17/2026,Credit Card,Completed,29,2,12
257,6/30/2026,Debit Card,Completed,110,1,5
258,5/5/2026,Installment,Pending,313,3,17
259,3/1/2026,Debit Card,Completed,118,3,17
260,5/11/2026,Credit Card,Returned,43,1,7
261,6/27/2026,Debit Card,Completed,244,1,6
262,6/27/2026,Mobile Wallet,Cancelled,348,1,3
263,1/23/2026,Cash,Returned,43,2,13
264,4/23/2026,Credit Card,Completed,150,2,12
265,4/28/2026,Installment,Completed,234,2,9
266,6/7/2026,Cash,Completed,322,3,16
267,6/9/2026,Cash,Returned,5,3,16
268,1/12/2026,Installment,Completed,216,2,10
269,2/3/2026,Cash,Completed,119,2,10
270,6/1/2026,Installment,Completed,329,2,13
271,6/27/2026,Installment,Completed,309,1,4
272,5/11/2026,Installment,Returned,26,2,12
273,3/18/2026,Credit Card,Completed,83,2,9
274,2/14/2026,Cash,Cancelled,264,2,10
275,4/11/2026,Installment,Returned,81,3,15
276,2/19/2026,Installment,Completed,130,1,6
277,4/11/2026,Credit Card,Returned,334,3,16
278,1/5/2026,Credit Card,Pending,138,1,4
279,3/8/2026,Debit Card,Completed,42,2,11
280,1/20/2026,Mobile Wallet,Returned,182,2,12
281,4/19/2026,Cash,Completed,102,1,4
282,3/8/2026,Debit Card,Completed,43,1,4
283,6/7/2026,Mobile Wallet,Completed,110,3,17
284,1/31/2026,Mobile Wallet,Completed,103,3,17
285,3/27/2026,Mobile Wallet,Cancelled,314,2,13
286,5/25/2026,Mobile Wallet,Cancelled,6,1,4
287,6/16/2026,Cash,Completed,158,2,9
288,4/6/2026,Installment,Completed,144,3,15
289,6/27/2026,Credit Card,Completed,317,2,13
290,3/23/2026,Credit Card,Pending,77,2,12
291,5/23/2026,Credit Card,Returned,146,2,13
292,3/26/2026,Installment,Pending,175,1,5
293,1/5/2026,Mobile Wallet,Completed,274,3,16
294,4/23/2026,Mobile Wallet,Completed,215,1,5
295,3/29/2026,Mobile Wallet,Completed,54,2,12
296,3/6/2026,Credit Card,Cancelled,171,3,15
297,5/1/2026,Cash,Returned,9,2,14
298,1/7/2026,Credit Card,Completed,236,1,2
299,6/27/2026,Debit Card,Pending,115,1,6
300,5/15/2026,Installment,Returned,265,1,6
301,4/28/2026,Debit Card,Cancelled,163,1,5
302,3/16/2026,Installment,Completed,176,2,12
303,4/26/2026,Cash,Returned,187,2,13
304,2/21/2026,Cash,Completed,154,3,15
305,2/23/2026,Mobile Wallet,Completed,302,1,5
306,3/18/2026,Debit Card,Cancelled,67,1,1
307,3/10/2026,Mobile Wallet,Completed,129,1,3
308,1/14/2026,Installment,Cancelled,265,1,5
309,5/27/2026,Installment,Pending,196,1,5
310,6/26/2026,Credit Card,Pending,203,2,12
311,5/11/2026,Installment,Completed,94,2,9
312,6/10/2026,Unknown,Unknown,126,1,6
313,6/30/2026,Credit Card,Returned,214,1,2
314,1/31/2026,Installment,Completed,283,1,4
315,1/29/2026,Mobile Wallet,Completed,221,1,7
316,2/27/2026,Cash,Completed,29,1,3
317,2/24/2026,Credit Card,Cancelled,89,2,9
318,5/10/2026,Cash,Returned,32,3,16
319,3/19/2026,Cash,Pending,116,1,4
320,5/17/2026,Mobile Wallet,Pending,163,3,16
321,2/2/2026,Cash,Cancelled,150,3,16
322,1/5/2026,Debit Card,Unknown,8,3,16
323,1/13/2026,Cash,Returned,114,1,5
324,5/6/2026,Credit Card,Completed,240,2,12
325,3/14/2026,Debit Card,Completed,283,1,5
326,5/15/2026,Mobile Wallet,Completed,133,2,13
327,3/14/2026,Cash,Returned,298,2,12
328,2/25/2026,Debit Card,Unknown,81,1,7
329,6/14/2026,Credit Card,Pending,208,1,4
330,1/26/2026,Installment,Completed,33,2,13
331,4/1/2026,Installment,Returned,98,3,17
332,6/5/2026,Debit Card,Returned,151,1,5
333,1/1/2026,Installment,Returned,289,1,2
334,5/1/2026,Debit Card,Completed,234,2,11
335,6/10/2026,Installment,Completed,93,1,5
336,6/9/2026,Cash,Cancelled,193,3,17
337,5/11/2026,Installment,Completed,305,3,17
338,6/24/2026,Mobile Wallet,Completed,342,1,3
339,4/28/2026,Installment,Returned,185,1,8
340,2/14/2026,Installment,Cancelled,155,2,13
341,6/19/2026,Cash,Completed,185,2,13
342,2/24/2026,Debit Card,Returned,54,3,15
343,1/21/2026,Cash,Cancelled,111,3,16
344,4/20/2026,Debit Card,Cancelled,146,1,3
345,4/26/2026,Credit Card,Completed,239,3,15
346,6/3/2026,Cash,Unknown,58,2,11
347,1/1/2026,Mobile Wallet,Pending,108,1,7
348,2/20/2026,Cash,Completed,150,1,8
349,5/7/2026,Debit Card,Returned,53,2,10
350,2/25/2026,Mobile Wallet,Cancelled,139,2,9
351,3/20/2026,Mobile Wallet,Returned,334,2,13
352,5/10/2026,Cash,Completed,304,2,9
353,3/5/2026,Cash,Completed,78,1,4
354,6/29/2026,Mobile Wallet,Returned,316,1,6
355,1/1/2026,Cash,Pending,54,1,7
356,4/26/2026,Installment,Cancelled,324,2,13
357,1/12/2026,Installment,Completed,329,2,13
358,1/10/2026,Installment,Completed,32,1,5
359,6/4/2026,Installment,Cancelled,110,3,17
360,2/25/2026,Credit Card,Completed,263,1,5
361,1/27/2026,Credit Card,Completed,41,1,3
362,2/11/2026,Installment,Completed,90,3,16
363,5/7/2026,Cash,Completed,135,2,12
364,6/4/2026,Credit Card,Completed,167,1,5
365,5/16/2026,Unknown,Unknown,328,1,7
366,3/31/2026,Cash,Cancelled,286,2,13
367,3/20/2026,Cash,Cancelled,216,2,14
368,5/27/2026,Debit Card,Pending,236,1,8
369,1/13/2026,Debit Card,Returned,226,3,16
370,3/12/2026,Credit Card,Returned,185,1,6
371,1/13/2026,Mobile Wallet,Completed,5,1,5
372,5/22/2026,Credit Card,Completed,327,1,4
373,6/4/2026,Mobile Wallet,Cancelled,315,3,15
374,2/1/2026,Mobile Wallet,Returned,283,1,4
375,6/13/2026,Mobile Wallet,Completed,310,1,1
376,4/12/2026,Debit Card,Cancelled,324,2,13
377,5/26/2026,Cash,Returned,324,2,12
378,6/9/2026,Cash,Completed,97,2,10
379,2/5/2026,Installment,Cancelled,251,1,5
380,3/31/2026,Cash,Cancelled,244,3,16
381,3/12/2026,Credit Card,Completed,224,1,6
382,4/19/2026,Debit Card,Pending,224,2,12
383,6/30/2026,Installment,Cancelled,60,3,15
384,5/30/2026,Credit Card,Returned,292,1,8
385,3/1/2026,Unknown,Completed,147,2,12
386,3/18/2026,Debit Card,Unknown,257,2,12
387,6/10/2026,Debit Card,Completed,291,1,6
388,2/3/2026,Mobile Wallet,Completed,130,3,15
389,6/16/2026,Credit Card,Completed,313,3,18
390,3/7/2026,Installment,Cancelled,323,2,14
391,3/1/2026,Mobile Wallet,Completed,33,3,15
392,1/9/2026,Cash,Completed,301,3,15
393,3/17/2026,Credit Card,Completed,214,2,13
394,4/6/2026,Installment,Completed,64,3,18
395,5/7/2026,Mobile Wallet,Returned,184,1,1
396,3/31/2026,Credit Card,Completed,43,1,6
397,1/14/2026,Debit Card,Completed,284,3,18
398,3/7/2026,Mobile Wallet,Returned,139,1,7
399,5/5/2026,Debit Card,Cancelled,81,2,10
400,3/1/2026,Mobile Wallet,Returned,149,3,17
401,5/15/2026,Debit Card,Completed,103,2,10
402,1/24/2026,Debit Card,Pending,316,2,13
403,3/12/2026,Cash,Completed,163,1,6
404,6/17/2026,Mobile Wallet,Cancelled,114,2,10
405,3/28/2026,Mobile Wallet,Cancelled,140,1,3
406,5/7/2026,Installment,Completed,28,3,17
407,6/9/2026,Mobile Wallet,Completed,326,1,2
408,4/12/2026,Installment,Cancelled,326,1,8
409,4/24/2026,Debit Card,Pending,14,2,13
410,1/1/2026,Mobile Wallet,Cancelled,106,3,17
411,6/18/2026,Installment,Completed,340,1,4
412,1/1/2026,Mobile Wallet,Pending,108,1,7
413,3/25/2026,Credit Card,Completed,310,1,8
414,4/16/2026,Unknown,Unknown,185,1,4
415,6/9/2026,Credit Card,Completed,14,2,10
416,6/26/2026,Debit Card,Completed,301,2,13
417,4/24/2026,Installment,Returned,310,1,3
418,6/29/2026,Debit Card,Completed,98,3,17
419,3/6/2026,Mobile Wallet,Returned,109,2,14
420,4/29/2026,Mobile Wallet,Completed,192,1,8
421,5/16/2026,Unknown,Completed,20,2,10
422,6/24/2026,Mobile Wallet,Completed,64,2,12
423,5/23/2026,Mobile Wallet,Completed,315,1,2
424,1/7/2026,Installment,Completed,346,2,12
425,3/17/2026,Credit Card,Completed,42,1,5
426,6/4/2026,Debit Card,Completed,78,2,12
427,3/10/2026,Debit Card,Pending,263,2,13
428,6/9/2026,Installment,Completed,210,3,18
429,5/20/2026,Mobile Wallet,Completed,207,1,5
430,4/12/2026,Cash,Completed,174,3,15
431,3/1/2026,Cash,Completed,239,1,1
432,1/5/2026,Cash,Returned,324,2,12
433,3/19/2026,Mobile Wallet,Returned,8,3,16
434,1/28/2026,Debit Card,Pending,167,3,17
435,4/20/2026,Cash,Cancelled,114,1,6
436,1/15/2026,Installment,Completed,163,1,6
437,5/10/2026,Debit Card,Completed,15,3,15
438,6/20/2026,Installment,Pending,263,1,7
439,6/27/2026,Credit Card,Completed,144,1,5
440,4/14/2026,Cash,Completed,308,2,14
441,6/16/2026,Mobile Wallet,Completed,63,3,18
442,4/30/2026,Credit Card,Completed,331,1,6
443,2/11/2026,Debit Card,Cancelled,277,3,16
444,4/2/2026,Cash,Returned,128,1,6
445,5/5/2026,Mobile Wallet,Completed,74,3,16
446,6/30/2026,Mobile Wallet,Completed,203,1,5
447,5/10/2026,Installment,Completed,283,3,17
448,5/12/2026,Cash,Pending,150,1,5
449,5/2/2026,Credit Card,Cancelled,163,3,16
450,2/5/2026,Mobile Wallet,Pending,56,1,6
451,2/21/2026,Debit Card,Completed,184,2,13
452,1/3/2026,Mobile Wallet,Completed,316,3,16
453,3/20/2026,Debit Card,Returned,48,2,10
454,4/26/2026,Installment,Completed,150,3,15
455,6/10/2026,Unknown,Completed,324,2,12
456,2/18/2026,Mobile Wallet,Cancelled,148,3,16
457,1/24/2026,Debit Card,Completed,283,2,13
458,6/9/2026,Cash,Completed,268,2,12
459,6/15/2026,Unknown,Unknown,165,3,17
460,2/25/2026,Mobile Wallet,Completed,164,2,13
461,4/13/2026,Mobile Wallet,Pending,161,1,6
462,2/11/2026,Credit Card,Completed,117,2,13
463,3/30/2026,Installment,Completed,259,2,10
464,4/21/2026,Installment,Completed,39,3,18
465,1/16/2026,Mobile Wallet,Completed,184,2,12
466,4/16/2026,Unknown,Unknown,240,3,16
467,4/5/2026,Installment,Completed,220,3,16
468,4/8/2026,Mobile Wallet,Returned,334,1,6
469,3/14/2026,Cash,Completed,46,3,16
470,4/23/2026,Credit Card,Returned,7,1,2
471,4/27/2026,Credit Card,Cancelled,166,3,15
472,2/20/2026,Installment,Completed,297,3,15
473,2/24/2026,Credit Card,Completed,266,2,9
474,2/23/2026,Credit Card,Cancelled,43,2,12
475,3/24/2026,Mobile Wallet,Completed,334,2,13
476,2/25/2026,Credit Card,Completed,209,3,18
477,2/7/2026,Cash,Completed,291,3,17
478,4/8/2026,Mobile Wallet,Completed,224,3,15
479,4/16/2026,Installment,Cancelled,257,2,13
480,6/15/2026,Mobile Wallet,Completed,105,1,5
481,5/13/2026,Installment,Cancelled,209,2,12
482,3/3/2026,Credit Card,Cancelled,309,1,8
483,5/20/2026,Installment,Completed,7,3,15
484,6/29/2026,Mobile Wallet,Completed,98,1,5
485,4/16/2026,Debit Card,Completed,222,2,10
486,4/19/2026,Debit Card,Cancelled,8,3,17
487,2/9/2026,Credit Card,Pending,117,3,15
488,1/24/2026,Debit Card,Pending,316,2,10
489,3/15/2026,Mobile Wallet,Completed,251,1,7
490,2/11/2026,Mobile Wallet,Completed,251,1,7
491,3/21/2026,Debit Card,Returned,236,1,7
492,1/30/2026,Credit Card,Pending,336,2,12
493,4/23/2026,Cash,Cancelled,240,3,15
494,6/15/2026,Credit Card,Unknown,68,3,16
495,6/12/2026,Mobile Wallet,Completed,277,3,16
496,3/13/2026,Cash,Completed,193,2,11
497,2/11/2026,Credit Card,Completed,125,2,13
498,3/30/2026,Cash,Returned,314,1,7
499,3/19/2026,Installment,Completed,151,2,9
500,6/9/2026,Debit Card,Completed,85,2,10
501,5/4/2026,Installment,Completed,265,1,7
502,1/19/2026,Installment,Pending,302,3,18
503,3/5/2026,Mobile Wallet,Returned,246,2,13
504,5/31/2026,Cash,Completed,299,1,5
505,2/28/2026,Cash,Returned,219,1,7
506,5/13/2026,Credit Card,Cancelled,177,2,12
507,4/20/2026,Debit Card,Completed,78,2,10
508,6/4/2026,Installment,Completed,247,3,17
509,3/20/2026,Debit Card,Completed,36,3,17
510,6/26/2026,Credit Card,Completed,48,3,18
511,6/28/2026,Cash,Completed,272,1,8
512,1/2/2026,Debit Card,Pending,165,1,7
513,3/9/2026,Mobile Wallet,Completed,96,2,10
514,1/5/2026,Installment,Completed,89,3,17
515,6/15/2026,Mobile Wallet,Completed,54,2,13
516,6/9/2026,Installment,Returned,316,2,14
517,1/31/2026,Mobile Wallet,Completed,326,3,17
518,5/4/2026,Installment,Completed,251,3,17
519,3/20/2026,Credit Card,Completed,109,2,9
520,5/26/2026,Credit Card,Pending,265,2,9
521,4/6/2026,Installment,Completed,224,2,9
522,4/2/2026,Installment,Returned,313,1,5
523,4/22/2026,Unknown,Unknown,257,1,4
524,3/20/2026,Installment,Completed,316,2,13
525,5/1/2026,Credit Card,Pending,158,1,6
526,1/26/2026,Mobile Wallet,Cancelled,220,3,17
527,3/20/2026,Mobile Wallet,Returned,283,2,12
528,5/26/2026,Cash,Pending,108,1,3
529,3/2/2026,Credit Card,Unknown,253,2,12
530,3/4/2026,Cash,Returned,347,3,17
531,6/29/2026,Credit Card,Completed,186,1,5
532,6/11/2026,Mobile Wallet,Completed,150,2,11
533,4/15/2026,Mobile Wallet,Pending,267,1,3
534,2/20/2026,Debit Card,Pending,20,2,9
535,1/5/2026,Cash,Unknown,125,2,13
536,6/6/2026,Debit Card,Pending,49,1,6
537,6/15/2026,Credit Card,Returned,163,2,13
538,5/31/2026,Installment,Returned,209,1,7
539,6/17/2026,Debit Card,Cancelled,126,1,6
540,4/5/2026,Credit Card,Cancelled,248,1,7
541,2/20/2026,Cash,Completed,257,1,4
542,5/20/2026,Debit Card,Completed,73,2,12
543,2/25/2026,Mobile Wallet,Completed,249,3,15
544,3/10/2026,Credit Card,Completed,150,2,9
545,4/24/2026,Installment,Completed,29,3,15
546,5/1/2026,Mobile Wallet,Returned,181,2,12
547,5/5/2026,Mobile Wallet,Completed,174,1,3
548,4/23/2026,Mobile Wallet,Returned,329,2,13
549,4/3/2026,Mobile Wallet,Cancelled,177,2,10
550,2/4/2026,Installment,Returned,336,3,16
551,1/23/2026,Mobile Wallet,Completed,244,3,16
552,6/21/2026,Installment,Completed,60,3,15
